aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
breda_88,it_100kg_t,it_100kg_t,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t.blkx,breda_88_100kg_t | breda_88_50kg | breda_88_default,weaponPresets_bombguns_structural,yes,yes,
breda_88,it_50kg_t,it_50kg_t,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t.blkx,breda_88_100kg_t | breda_88_50kg | breda_88_default,weaponPresets_bombguns_structural,yes,yes,
corsair_fmk2,uk_1000lbs_gp_mk1,uk_1000lbs_gp_mk1,Great Britain,495.7,250-499 kg,171.4,0.41,,2.197,,,uk_1000lbs_gp_mk1.blkx,corsair_fmk2_1000lb | corsair_fmk2_1000lb_x2 | corsair_fmk2_500lb | corsair_fmk2_500lb_x2 | f4u-1a_default,weaponPresets_bombguns_structural,yes,yes,
corsair_fmk2,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,corsair_fmk2_1000lb | corsair_fmk2_1000lb_x2 | corsair_fmk2_500lb | corsair_fmk2_500lb_x2 | f4u-1a_default,weaponPresets_bombguns_structural,yes,yes,
d3a1,jp_navy_mod25mark2_250kg,jp_navy_mod25mark2_250kg,Japan,257.0,250-499 kg,111.0,0.358,,1.813,,,jp_navy_mod25mark2_250kg.blkx,d3a1_default | d3a1_mod25mark2,weaponPresets_bombguns_structural,yes,yes,
d3a1,jp_navy_type97mod6_60kg,jp_navy_type97mod6_60kg,Japan,60.4,<100 kg,23.6,0.199,,1.016,,,jp_navy_type97mod6_60kg.blkx,d3a1_default | d3a1_mod25mark2,weaponPresets_bombguns_structural,yes,yes,
d4y1,jp_navy_mod25mark2_250kg,jp_navy_mod25mark2_250kg,Japan,257.0,250-499 kg,111.0,0.358,,1.813,,,jp_navy_mod25mark2_250kg.blkx,d4y_250kg_bomb | d4y_500kg_bomb | d4y_500kg_number50 | d4y_default,weaponPresets_bombguns_structural,yes,yes,
d4y1,jp_navy_mod50mark1_500kg,jp_navy_mod50mark1_500kg,Japan,491.0,250-499 kg,56.3,0.381,,1.9812,,,jp_navy_mod50mark1_500kg.blkx,d4y_250kg_bomb | d4y_500kg_bomb | d4y_500kg_number50 | d4y_default,weaponPresets_bombguns_structural,yes,yes,
d4y1,jp_navy_mod50mark2_500kg,jp_navy_mod50mark2_500kg,Japan,507.0,500-999 kg,221.0,0.45,,2.356,,,jp_navy_mod50mark2_500kg.blkx,d4y_250kg_bomb | d4y_500kg_bomb | d4y_500kg_number50 | d4y_default,weaponPresets_bombguns_structural,yes,yes,
db_7,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,DB-7_bombs | DB-7_default,weaponPresets_bombguns_structural,yes,yes,
do_17e_1,de_flam_250,de_flam_250,Germany,110.0,100-249 kg,50.0,0.368,,1.638,,,de_flam_250.blkx,do_17e_1_10_SC50 | do_17e_1_2xSC250 | do_17e_1_2x_flamm_250 | do_17e_1_SC50_SC250,weaponPresets_bombguns_structural,yes,yes,
do_17e_1,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,do_17e_1_10_SC50 | do_17e_1_2xSC250 | do_17e_1_2x_flamm_250 | do_17e_1_SC50_SC250,weaponPresets_bombguns_structural,yes,yes,
do_17e_1,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,do_17e_1_10_SC50 | do_17e_1_2xSC250 | do_17e_1_2x_flamm_250 | do_17e_1_SC50_SC250,weaponPresets_bombguns_structural,yes,yes,
do_17z_2,de_flam_250,de_flam_250,Germany,110.0,100-249 kg,50.0,0.368,,1.638,,,de_flam_250.blkx,do_17z_2_10_SC50 | do_17z_2_10_SC50_1xSC250 | do_17z_2_2xSC250 | do_17z_2_2x_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_17z_2,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,do_17z_2_10_SC50 | do_17z_2_10_SC50_1xSC250 | do_17z_2_2xSC250 | do_17z_2_2x_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_17z_2,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,do_17z_2_10_SC50 | do_17z_2_10_SC50_1xSC250 | do_17z_2_2xSC250 | do_17z_2_2x_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_17z_7,de_flam_250,de_flam_250,Germany,110.0,100-249 kg,50.0,0.368,,1.638,,,de_flam_250.blkx,do_17z_7_SC250 | do_17z_7_SC50 | do_17z_7_default | do_17z_7_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_17z_7,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,do_17z_7_SC250 | do_17z_7_SC50 | do_17z_7_default | do_17z_7_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_17z_7,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,do_17z_7_SC250 | do_17z_7_SC50 | do_17z_7_default | do_17z_7_flamm_250,weaponPresets_bombguns_structural,yes,yes,
do_217j_1,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,do_217j_1_8x50 | do_217j_1_default,weaponPresets_bombguns_structural,yes,yes,
do_217n_1,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,do_217n_1_8xsc50 | do_217n_1_default,weaponPresets_bombguns_structural,yes,yes,
do_335a_1,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,do_335a_1_bomb | do_335a_1_default | do_335a_250_bomb | do_335a_500_bomb,weaponPresets_bombguns_structural,yes,yes,
do_335a_1,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,do_335a_1_bomb | do_335a_1_default | do_335a_250_bomb | do_335a_500_bomb,weaponPresets_bombguns_structural,yes,yes,
do_335b_2,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,do_335b_250_bomb | do_335b_2_bomb | do_335b_2_default | do_335b_500_bomb,weaponPresets_bombguns_structural,yes,yes,
do_335b_2,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,do_335b_250_bomb | do_335b_2_bomb | do_335b_2_default | do_335b_500_bomb,weaponPresets_bombguns_structural,yes,yes,
f1m2,jp_navy_type97mod6_60kg,jp_navy_type97mod6_60kg,Japan,60.4,<100 kg,23.6,0.199,,1.016,,,jp_navy_type97mod6_60kg.blkx,f1m2_bombs | f1m2_default,weaponPresets_bombguns_structural,yes,yes,
f2a_3,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,f2a-3_bombs | f2a-3_default,weaponPresets_bombguns_structural,yes,yes,
f2g_1,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f2g-1_1000_bombs | f2g-1_250_bombs | f2g-1_500_bombs | f2g-1_default | f2g-1_rockets | f2g-1_tiny_tim,weaponPresets_bombguns_structural,yes,yes,
f2g_1,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,f2g-1_1000_bombs | f2g-1_250_bombs | f2g-1_500_bombs | f2g-1_default | f2g-1_rockets | f2g-1_tiny_tim,weaponPresets_bombguns_structural,yes,yes,
f2g_1,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,f2g-1_1000_bombs | f2g-1_250_bombs | f2g-1_500_bombs | f2g-1_default | f2g-1_rockets | f2g-1_tiny_tim,weaponPresets_bombguns_structural,yes,yes,
f3d_1,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f3d_1000lb_bombs | f3d_1_tiny_tim | f3d_2000lb_bombs | f3d_500lb_bombs | f3d_default,weaponPresets_bombguns_structural,yes,yes,
f3d_1,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,f3d_1000lb_bombs | f3d_1_tiny_tim | f3d_2000lb_bombs | f3d_500lb_bombs | f3d_default,weaponPresets_bombguns_structural,yes,yes,
f3d_1,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,f3d_1000lb_bombs | f3d_1_tiny_tim | f3d_2000lb_bombs | f3d_500lb_bombs | f3d_default,weaponPresets_bombguns_structural,yes,yes,
f3f_2,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,f3f-2_bombs | f3f-2_default,weaponPresets_bombguns_structural,yes,yes,
f3f_2_galer,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,f3f-2_bombs | f3f-2_default,weaponPresets_bombguns_structural,yes,yes,
f4f_3,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,f4f-3_bombs | f4f-3_bombs_hidden | f4f-3_default,weaponPresets_bombguns_structural,yes,yes,
f4f_3,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,f4f-3_bombs | f4f-3_bombs_hidden | f4f-3_default,weaponPresets_bombguns_structural,yes,yes,
f4f_4,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,f4f-4_bombs | f4f-4_default,weaponPresets_bombguns_structural,yes,yes,
f4u_1a,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f4u-1a_bomb_1000lb | f4u-1a_bomb_500lb | f4u-1a_default,weaponPresets_bombguns_structural,yes,yes,
f4u_1a,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,f4u-1a_bomb_1000lb | f4u-1a_bomb_500lb | f4u-1a_default,weaponPresets_bombguns_structural,yes,yes,
f4u_1d,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f4u-1d_bombs | f4u-1d_default | f4u-1d_rockets,weaponPresets_bombguns_structural,yes,yes,
f7f1,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f7f1_1000lb_bomb | f7f1_2x500_1x1000lb_bombs | f7f1_2x500lb_bombs | f7f1_early_default,weaponPresets_bombguns_structural,yes,yes,
f7f1,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,f7f1_1000lb_bomb | f7f1_2x500_1x1000lb_bombs | f7f1_2x500lb_bombs | f7f1_early_default,weaponPresets_bombguns_structural,yes,yes,
f_222_2,fr_100kg,fr_100kg,France,118.0,100-249 kg,50.0,0.275,,1.26,,,fr_100kg.blkx,f_222_100kg_200kg | f_222_3000kg | f_222_500kg | f_222_50kg_gammn,weaponPresets_bombguns_structural,yes,yes,
f_222_2,fr_200kg,fr_200kg,France,225.0,100-249 kg,105.0,0.37,,1.85,,,fr_200kg.blkx,f_222_100kg_200kg | f_222_3000kg | f_222_500kg | f_222_50kg_gammn,weaponPresets_bombguns_structural,yes,yes,
f_222_2,fr_500kg_3_1,fr_500kg_3_1,France,520.0,500-999 kg,272.0,0.49,,2.4,,,fr_500kg_3_1.blkx,f_222_100kg_200kg | f_222_3000kg | f_222_500kg | f_222_50kg_gammn,weaponPresets_bombguns_structural,yes,yes,
f_222_2,fr_50kg_gammn,fr_50kg_gammn,France,53.0,<100 kg,29.0,0.2,,1.03,,,fr_50kg_gammn.blkx,f_222_100kg_200kg | f_222_3000kg | f_222_500kg | f_222_50kg_gammn,weaponPresets_bombguns_structural,yes,yes,
f_80a,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,f_80_1000lb_bombs | f_80a_5in_rockets | f_80a_default,weaponPresets_bombguns_structural,yes,yes,
f_86_canadair_german,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86_canadair_german,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86_cl_13_mk4_italy,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86_cl_13_mk4_italy,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86_cl_13b_mk6,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86a_5,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_2,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_2,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_25,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_25,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_30_china,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_30_china,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_30_japan,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_30_japan,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_35,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_35,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_china,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_china,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_japan,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_japan,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_japan_blue_impulse,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
f_86f_40_japan_blue_impulse,us_750lb_m117_cone_45,us_750lb_m117_cone_45,USA,362.42,250-499 kg,175.1,0.408,,2.134,,,us_750lb_m117_cone_45.blkx,f_86_1000lb_bombs | f_86_2xaim9 | f_86_750lb_bombs | f_86_default | f_86_hvar_rockets,weaponPresets_bombguns_structural,yes,yes,
fc_20_bis,it_100kg_m,it_100kg_m,Italy,109.0,100-249 kg,27.3,0.25,,1.26,,,it_100kg_m.blkx,fc_20_bis_2x100kg_m | fc_20_bis_2x100kg_t | fc_20_bis_2x160kg_ap | fc_20_bis_2x50kg_t | fc_20_bis_default,weaponPresets_bombguns_structural,yes,yes,
fc_20_bis,it_100kg_t,it_100kg_t,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t.blkx,fc_20_bis_2x100kg_m | fc_20_bis_2x100kg_t | fc_20_bis_2x160kg_ap | fc_20_bis_2x50kg_t | fc_20_bis_default,weaponPresets_bombguns_structural,yes,yes,
fc_20_bis,it_160kg_ap,it_160kg_ap,Italy,151.1,100-249 kg,60.0,0.25,,1.28,,,it_160kg_ap.blkx,fc_20_bis_2x100kg_m | fc_20_bis_2x100kg_t | fc_20_bis_2x160kg_ap | fc_20_bis_2x50kg_t | fc_20_bis_default,weaponPresets_bombguns_structural,yes,yes,
fc_20_bis,it_50kg_t,it_50kg_t,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t.blkx,fc_20_bis_2x100kg_m | fc_20_bis_2x100kg_t | fc_20_bis_2x160kg_ap | fc_20_bis_2x50kg_t | fc_20_bis_default,weaponPresets_bombguns_structural,yes,yes,
fiat_g50_seria7as,it_50kg_t,it_50kg_t,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t.blkx,fiat_g50_seria7as_2x50kg | fiat_g50_seria7as_default,weaponPresets_bombguns_structural,yes,yes,
fiat_g50_seria7as_italy,it_50kg_t,it_50kg_t,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t.blkx,fiat_g50_seria7as_2x50kg | fiat_g50_seria7as_default,weaponPresets_bombguns_structural,yes,yes,
firefly_mk1,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,firefly_mk1_1000lbs_bombs | firefly_mk1_250lbs_bombs | firefly_mk1_250lbs_mc_bombs | firefly_mk1_500lbs_bombs | firefly_mk1_500lbs_mc_bombs | firefly_mk1_default | firefly_mk1_rockets,weaponPresets_bombguns_structural,yes,yes,
firefly_mk1,uk_250lbs_late,uk_250lbs_late,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs_late.blkx,firefly_mk1_1000lbs_bombs | firefly_mk1_250lbs_bombs | firefly_mk1_250lbs_mc_bombs | firefly_mk1_500lbs_bombs | firefly_mk1_500lbs_mc_bombs | firefly_mk1_default | firefly_mk1_rockets,weaponPresets_bombguns_structural,yes,yes,
firefly_mk1,uk_250lbs_mc_mk1_mk2_bomb,uk_250lbs_mc_mk1_mk2_bomb,Great Britain,102.0,100-249 kg,51.0,0.254,,1.41,,,uk_250lbs_mc_mk1_mk2_bomb.blkx,firefly_mk1_1000lbs_bombs | firefly_mk1_250lbs_bombs | firefly_mk1_250lbs_mc_bombs | firefly_mk1_500lbs_bombs | firefly_mk1_500lbs_mc_bombs | firefly_mk1_default | firefly_mk1_rockets,weaponPresets_bombguns_structural,yes,yes,
firefly_mk1,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,firefly_mk1_1000lbs_bombs | firefly_mk1_250lbs_bombs | firefly_mk1_250lbs_mc_bombs | firefly_mk1_500lbs_bombs | firefly_mk1_500lbs_mc_bombs | firefly_mk1_default | firefly_mk1_rockets,weaponPresets_bombguns_structural,yes,yes,
firefly_mk1,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,firefly_mk1_1000lbs_bombs | firefly_mk1_250lbs_bombs | firefly_mk1_250lbs_mc_bombs | firefly_mk1_500lbs_bombs | firefly_mk1_500lbs_mc_bombs | firefly_mk1_default | firefly_mk1_rockets,weaponPresets_bombguns_structural,yes,yes,
fw_190a_5_u2,de_flam_250,de_flam_250,Germany,110.0,100-249 kg,50.0,0.368,,1.638,,,de_flam_250.blkx,Fw-190A-5_4xSC50 | Fw-190A-5_R6 | Fw-190A-5_SC250 | Fw-190A-5_SC500 | Fw-190A-5_default | fw_190_flamm_250 | fw_190_flamm_500,weaponPresets_bombguns_structural,yes,yes,
fw_190a_5_u2,de_flam_500,de_flam_500,Germany,225.0,100-249 kg,157.0,0.457,,1.765,,,de_flam_500.blkx,Fw-190A-5_4xSC50 | Fw-190A-5_R6 | Fw-190A-5_SC250 | Fw-190A-5_SC500 | Fw-190A-5_default | fw_190_flamm_250 | fw_190_flamm_500,weaponPresets_bombguns_structural,yes,yes,
fw_190a_5_u2,de_sc250,de_sc250,Germany,250.0,250-499 kg,125.0,0.368,,1.638,,,de_sc250.blkx,Fw-190A-5_4xSC50 | Fw-190A-5_R6 | Fw-190A-5_SC250 | Fw-190A-5_SC500 | Fw-190A-5_default | fw_190_flamm_250 | fw_190_flamm_500,weaponPresets_bombguns_structural,yes,yes,
fw_190a_5_u2,de_sc50,de_sc50,Germany,50.0,<100 kg,25.0,0.203,,1.1,,,de_sc50.blkx,Fw-190A-5_4xSC50 | Fw-190A-5_R6 | Fw-190A-5_SC250 | Fw-190A-5_SC500 | Fw-190A-5_default | fw_190_flamm_250 | fw_190_flamm_500,weaponPresets_bombguns_structural,yes,yes,
fw_190a_5_u2,de_sc500,de_sc500,Germany,500.0,500-999 kg,260.0,0.457,,2.032,,,de_sc500.blkx,Fw-190A-5_4xSC50 | Fw-190A-5_R6 | Fw-190A-5_SC250 | Fw-190A-5_SC500 | Fw-190A-5_default | fw_190_flamm_250 | fw_190_flamm_500,weaponPresets_bombguns_structural,yes,yes,
g4m1,jp_navy_mod25mark2_250kg,jp_navy_mod25mark2_250kg,Japan,257.0,250-499 kg,111.0,0.358,,1.813,,,jp_navy_mod25mark2_250kg.blkx,g4m1_mod25mark2 | g4m1_mod50mark2 | g4m1_mod80mark1 | g4m1_torpedo_mod2 | g4m1_torpedo_mod3 | g4m1_type97mod6 | g4m1_type98mod25 | g4m1_type99mod80,weaponPresets_bombguns_structural,yes,yes,
g4m1,jp_navy_mod50mark2_500kg,jp_navy_mod50mark2_500kg,Japan,507.0,500-999 kg,221.0,0.45,,2.356,,,jp_navy_mod50mark2_500kg.blkx,g4m1_mod25mark2 | g4m1_mod50mark2 | g4m1_mod80mark1 | g4m1_torpedo_mod2 | g4m1_torpedo_mod3 | g4m1_type97mod6 | g4m1_type98mod25 | g4m1_type99mod80,weaponPresets_bombguns_structural,yes,yes,
g4m1,jp_navy_mod80mark1_800kg,jp_navy_mod80mark1_800kg,Japan,805.0,500-999 kg,382.0,0.449,,2.829,,,jp_navy_mod80mark1_800kg.blkx,g4m1_mod25mark2 | g4m1_mod50mark2 | g4m1_mod80mark1 | g4m1_torpedo_mod2 | g4m1_torpedo_mod3 | g4m1_type97mod6 | g4m1_type98mod25 | g4m1_type99mod80,weaponPresets_bombguns_structural,yes,yes,
g4m1,jp_navy_type97mod6_60kg,jp_navy_type97mod6_60kg,Japan,60.4,<100 kg,23.6,0.199,,1.016,,,jp_navy_type97mod6_60kg.blkx,g4m1_mod25mark2 | g4m1_mod50mark2 | g4m1_mod80mark1 | g4m1_torpedo_mod2 | g4m1_torpedo_mod3 | g4m1_type97mod6 | g4m1_type98mod25 | g4m1_type99mod80,weaponPresets_bombguns_structural,yes,yes,
g4m1,jp_navy_type98mod25_250kg,jp_navy_type98mod25_250kg,Japan,242.2,100-249 kg,96.6,0.304,,1.828,,,jp_navy_type98mod25_250kg.blkx,g4m1_mod25mark2 | g4m1_mod50mark2 | g4m1_mod80mark1 | g4m1_torpedo_mod2 | g4m1_torpedo_mod3 | g4m1_type97mod6 | g4m1_type98mod25 | g4m1_type99mod80,weaponPresets_bombguns_structural,yes,yes,
